person_age,person_home_ownership,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29,1.0,6.0,7450,15.62,0,0.14,0,8
27,1.0,9.0,7450,15.99,1,0.1,0,10
29,2.0,0.0,6000,13.23,0,0.11,1,7
34,3.0,0.0,5600,11.86,0,0.1,0,7
28,1.0,0.0,7500,9.76,1,0.38,0,9
33,2.0,2.0,11500,7.14,0,0.21,0,10
32,2.0,5.0,10000,7.14,0,0.18,0,8
29,2.0,8.0,13000,7.88,0,0.23,0,5
30,1.0,4.0,7500,10.37,1,0.34,0,9
31,2.0,4.0,8000,8.59,0,0.14,0,5
30,2.0,1.0,14000,12.18,0,0.25,0,7
29,1.0,1.0,7500,14.59,1,0.3,1,5
29,2.0,4.0,18000,14.61,0,0.32,1,9
28,2.0,9.0,4800,14.61,0,0.09,1,6
27,1.0,2.0,7500,12.69,0,0.28,0,10
29,1.0,2.0,7500,6.62,0,0.27,0,9
27,1.0,5.0,7500,14.84,0,0.25,0,7
33,1.0,14.0,7500,11.86,1,0.25,0,5
35,2.0,1.0,15000,11.26,0,0.27,0,10
31,1.0,5.0,7500,7.49,0,0.24,0,9
30,1.0,0.0,7500,13.47,0,0.23,1,10
30,2.0,9.0,9600,5.99,0,0.17,0,6
27,1.0,2.0,7500,15.65,1,0.23,1,7
33,1.0,0.0,7500,11.34,0,0.23,0,9
31,1.0,0.0,7500,8.94,0,0.22,0,8
28,1.0,8.0,7500,8.94,0,0.22,0,7
27,2.0,5.0,5000,7.74,0,0.09,0,7
27,2.0,4.0,3100,9.32,0,0.06,0,7
30,2.0,14.0,13000,11.89,0,0.23,0,7
29,2.0,7.0,16000,14.65,0,0.29,0,6
33,3.0,13.0,16000,6.03,0,0.29,0,8
30,1.0,0.0,7500,8.63,0,0.21,0,5
35,1.0,0.0,7500,12.29,0,0.21,1,7
28,2.0,12.0,2400,13.99,0,0.04,0,6
27,2.0,11.0,12000,14.22,0,0.21,0,8
32,2.0,2.0,6500,6.17,0,0.12,0,5
27,2.0,7.0,10000,10.36,0,0.18,0,10
34,2.0,2.0,7000,7.9,0,0.12,0,10
31,1.0,5.0,7500,15.23,0,0.2,0,6
34,3.0,8.0,12100,5.79,0,0.21,0,9
28,1.0,1.0,7500,15.31,1,0.24,1,5
30,1.0,5.0,7500,9.76,0,0.2,0,6
30,1.0,3.0,7500,12.69,0,0.19,0,5
30,2.0,3.0,3000,17.58,0,0.05,0,9
30,2.0,2.0,12000,8.94,0,0.21,0,10
31,1.0,2.0,7500,15.58,1,0.22,0,5
28,2.0,11.0,15000,12.12,0,0.26,0,7
29,3.0,14.0,11000,10.62,0,0.19,0,6
28,1.0,2.0,7500,11.86,0,0.19,0,8
32,3.0,3.0,12000,14.96,0,0.21,1,10
28,2.0,12.0,10000,10.59,1,0.2,0,8
28,2.0,5.0,12300,7.88,0,0.22,0,7
29,1.0,7.0,7500,12.73,0,0.19,1,9
32,1.0,0.0,7500,10.01,1,0.22,0,5
32,1.0,2.0,7500,8.0,0,0.19,0,6
28,2.0,5.0,9500,7.51,0,0.17,0,5
29,1.0,0.0,7500,12.87,0,0.18,1,8
28,1.0,2.0,7500,10.39,1,0.21,0,9
27,1.0,0.0,7500,13.55,1,0.21,1,7
28,2.0,13.0,9600,15.96,0,0.17,1,9
27,3.0,11.0,15000,6.03,0,0.26,0,6
29,1.0,0.0,7500,8.32,0,0.17,0,8
27,1.0,4.0,7500,15.27,0,0.17,0,8
27,2.0,11.0,3000,7.51,0,0.05,0,5
35,2.0,8.0,5500,7.49,0,0.1,0,5
27,1.0,0.0,7500,12.73,0,0.17,1,6
28,2.0,1.0,4775,7.49,1,0.09,0,6
34,1.0,0.0,7500,9.45,1,0.19,0,9
29,1.0,7.0,7500,10.0,0,0.16,0,7
27,2.0,1.0,10000,6.99,1,0.2,0,5
27,1.0,4.0,7500,13.49,0,0.16,0,5
30,2.0,1.0,4500,7.49,0,0.08,0,10
30,1.0,0.0,7500,7.88,0,0.16,0,10
30,1.0,4.0,7500,7.49,0,0.16,0,6
28,1.0,3.0,7500,12.86,0,0.15,0,7
27,1.0,11.0,7500,11.91,1,0.17,0,7
32,2.0,11.0,9000,13.35,0,0.16,1,5
33,2.0,4.0,13000,7.88,0,0.23,0,5
29,2.0,4.0,2500,6.76,0,0.04,0,7
30,2.0,2.0,6000,7.51,0,0.11,0,8
29,3.0,5.0,5000,11.86,0,0.09,0,10
33,1.0,1.0,7500,12.92,1,0.17,1,6
31,2.0,10.0,8000,9.88,0,0.14,0,9
30,1.0,2.0,7500,10.25,0,0.15,0,7
28,2.0,2.0,6000,12.73,0,0.11,0,10
33,1.0,2.0,7500,11.91,0,0.15,1,6
28,1.0,13.0,7500,16.49,0,0.15,1,7
28,3.0,2.0,20400,17.74,1,0.4,1,5
30,1.0,7.0,7500,15.05,1,0.17,0,6
28,3.0,7.0,3500,11.83,0,0.06,0,6
31,1.0,4.0,7500,12.61,0,0.14,0,10
28,2.0,12.0,13000,9.63,0,0.23,0,5
33,2.0,2.0,1200,9.63,1,0.02,0,7
29,2.0,13.0,6000,9.32,0,0.11,0,5
30,2.0,6.0,4000,8.0,0,0.07,0,7
33,2.0,7.0,15000,10.39,0,0.26,0,7
28,1.0,7.0,7500,12.84,0,0.14,1,6
31,1.0,1.0,7500,11.48,0,0.13,0,10
30,1.0,4.0,7500,14.27,0,0.13,0,5
31,1.0,2.0,7500,12.53,0,0.13,0,9
34,1.0,9.0,7500,11.14,0,0.13,0,7
28,2.0,12.0,2100,12.29,1,0.04,0,8
27,1.0,11.0,7500,12.21,0,0.13,0,10
31,2.0,3.0,7500,13.11,0,0.13,1,5
27,3.0,4.0,15000,11.99,0,0.26,0,6
31,2.0,1.0,10000,5.99,0,0.17,0,6
28,2.0,1.0,9000,6.92,0,0.16,0,7
29,3.0,13.0,12000,11.48,0,0.21,0,8
31,2.0,6.0,16500,14.84,0,0.29,0,10
31,2.0,6.0,7600,5.99,0,0.13,0,10
31,1.0,3.0,7500,5.79,0,0.13,0,9
30,2.0,0.0,18000,8.88,0,0.31,0,10
33,2.0,0.0,15000,6.03,0,0.26,0,7
27,1.0,4.0,7500,13.04,0,0.12,1,6
29,2.0,7.0,19600,7.88,0,0.34,0,8
29,1.0,5.0,7500,12.69,0,0.12,0,10
29,1.0,3.0,7500,9.99,1,0.13,0,8
31,1.0,8.0,7500,10.95,0,0.12,0,10
30,2.0,0.0,6000,14.65,0,0.1,0,8
27,2.0,2.0,13650,16.29,1,0.26,0,9
28,2.0,12.0,10625,12.42,0,0.18,0,6
33,2.0,3.0,17000,7.66,0,0.3,0,8
27,1.0,4.0,7500,7.88,0,0.11,0,5
27,2.0,3.0,3000,11.11,0,0.05,0,6
34,2.0,2.0,12000,17.88,1,0.23,0,8
28,1.0,0.0,7500,11.28,1,0.11,1,7
27,2.0,11.0,8500,7.14,0,0.15,0,5
28,2.0,9.0,12000,15.58,0,0.21,1,7
31,2.0,5.0,15000,10.25,0,0.26,0,10
33,1.0,4.0,7500,5.42,0,0.09,0,10
27,1.0,3.0,7500,12.18,0,0.09,0,5
27,1.0,5.0,7500,10.25,0,0.09,0,7
31,1.0,3.0,7500,10.08,0,0.09,0,5
27,2.0,3.0,9975,11.49,0,0.17,0,5
27,1.0,1.0,7500,12.54,0,0.09,1,8
33,2.0,12.0,7000,6.99,0,0.12,0,6
27,2.0,7.0,4000,7.9,0,0.07,0,9
34,2.0,7.0,5600,5.42,0,0.1,0,8
27,1.0,7.0,7500,9.83,0,0.08,0,10
31,1.0,5.0,7500,13.57,0,0.08,0,10
31,1.0,2.0,7500,13.22,0,0.07,1,5
29,1.0,1.0,7500,11.03,0,0.07,1,9
29,1.0,0.0,7500,16.77,1,0.07,1,7
29,1.0,5.0,7500,5.99,0,0.07,0,8
33,1.0,9.0,7500,11.03,0,0.07,1,8
27,2.0,1.0,4800,8.59,0,0.08,0,9
34,1.0,9.0,7500,16.29,0,0.06,0,5
29,2.0,6.0,20475,12.72,0,0.35,0,10
32,1.0,3.0,7500,11.59,0,0.05,1,5
31,1.0,1.0,7500,11.28,0,0.05,0,7
35,1.0,3.0,7500,8.0,0,0.05,0,8
29,1.0,2.0,7500,10.62,0,0.05,0,7
33,2.0,2.0,15000,9.91,0,0.26,0,9
31,3.0,6.0,6200,10.65,0,0.11,0,6
35,1.0,2.0,7550,13.92,0,0.19,0,9
27,2.0,11.0,3000,15.96,1,0.06,1,6
35,2.0,8.0,6000,12.99,0,0.1,1,8
28,1.0,9.0,7600,8.49,1,0.42,0,9
27,1.0,1.0,7600,10.99,0,0.27,0,7
30,2.0,14.0,5350,9.99,0,0.09,0,9
34,2.0,18.0,4000,5.42,0,0.07,0,8
28,2.0,11.0,6700,9.99,0,0.12,0,5
35,1.0,2.0,7600,15.27,0,0.23,0,6
27,1.0,2.0,7600,8.0,0,0.23,0,10
27,2.0,7.0,2800,11.99,0,0.05,0,8
30,1.0,1.0,7600,7.74,0,0.17,0,8
30,2.0,9.0,3000,5.42,0,0.05,0,9
27,1.0,10.0,7600,14.59,1,0.17,1,8
27,1.0,7.0,7600,14.17,0,0.15,0,8
28,2.0,8.0,9600,7.49,0,0.17,0,7
29,1.0,4.0,7650,19.29,1,0.23,1,6
30,3.0,7.0,6000,5.79,0,0.1,0,5
31,3.0,15.0,14500,13.06,0,0.25,0,7
28,2.0,0.0,12500,13.43,0,0.22,0,8
31,2.0,0.0,3625,6.17,0,0.06,0,5
28,1.0,2.0,7700,12.42,0,0.26,0,8
27,2.0,11.0,3250,11.86,0,0.06,0,8
34,3.0,8.0,3000,6.76,0,0.05,0,10
30,2.0,2.0,9000,13.23,0,0.16,0,6
27,2.0,3.0,12000,7.51,0,0.21,0,8
30,1.0,0.0,7725,8.94,0,0.16,0,5
29,1.0,0.0,7725,13.75,1,0.14,0,6
30,2.0,0.0,4000,11.12,0,0.07,0,6
27,2.0,9.0,6500,13.98,0,0.11,1,8
28,2.0,3.0,4000,7.14,0,0.07,0,9
29,2.0,8.0,1800,6.76,0,0.03,0,8
29,1.0,5.0,7750,14.27,1,0.29,0,7
34,1.0,0.0,7750,12.87,0,0.29,1,5
27,1.0,3.0,7750,11.86,0,0.27,0,5
32,3.0,3.0,8000,13.85,0,0.14,0,10
30,1.0,0.0,7750,13.87,1,0.26,1,9
28,1.0,2.0,7750,14.22,0,0.24,1,5
29,2.0,13.0,14000,7.51,0,0.24,0,7
31,1.0,3.0,7750,16.45,0,0.19,0,7
27,3.0,4.0,4000,11.14,0,0.07,0,10
29,1.0,8.0,7800,8.88,0,0.28,0,7
28,1.0,0.0,7800,14.35,0,0.26,0,10
31,3.0,7.0,14000,12.87,0,0.24,0,9
28,2.0,11.0,10000,9.32,0,0.17,0,10
31,2.0,15.0,6000,9.32,0,0.1,0,5
29,1.0,6.0,7800,8.88,0,0.19,0,10
27,1.0,11.0,7800,11.14,0,0.19,0,7
29,2.0,12.0,8875,7.9,1,0.17,0,7
27,2.0,6.0,4000,5.99,0,0.07,0,6
28,2.0,8.0,4500,11.12,0,0.08,0,7
34,1.0,2.0,7800,14.84,1,0.14,0,6
30,2.0,3.0,10500,6.62,0,0.18,0,5
28,1.0,1.0,7800,7.9,0,0.11,0,8
32,1.0,16.0,7800,16.29,0,0.08,0,6
30,2.0,14.0,10000,9.63,1,0.19,0,8
35,2.0,8.0,11000,7.88,0,0.19,0,9
27,2.0,2.0,21600,17.27,1,0.41,0,9
27,1.0,4.0,7900,11.11,0,0.21,0,7
29,3.0,0.0,8000,11.14,0,0.14,0,6
28,1.0,3.0,7950,15.62,1,0.23,0,10
35,2.0,8.0,2200,11.99,0,0.04,0,6
31,1.0,0.0,8000,12.84,1,0.62,0,10
27,1.0,2.0,8000,12.18,1,0.59,0,5
32,3.0,16.0,7000,13.99,0,0.12,0,7
27,1.0,3.0,8000,10.75,1,0.44,0,10
29,2.0,13.0,16000,9.88,0,0.27,0,6
28,2.0,11.0,5500,6.76,0,0.09,0,9
27,2.0,0.0,9800,13.22,0,0.17,1,9
27,1.0,0.0,8000,10.25,1,0.44,0,10
28,2.0,12.0,8400,13.57,0,0.14,1,9
33,1.0,0.0,8000,7.66,1,0.42,0,6
28,1.0,4.0,8000,12.42,1,0.4,0,8
34,3.0,18.0,5500,7.9,0,0.09,0,8
33,2.0,6.0,5500,9.91,0,0.09,0,9
27,1.0,0.0,8000,11.89,1,0.4,0,10
32,1.0,2.0,8000,8.49,1,0.39,0,6
29,1.0,2.0,8000,11.71,1,0.38,0,7
35,1.0,0.0,8000,11.14,1,0.37,0,6
27,1.0,2.0,8000,10.59,1,0.37,0,5
28,3.0,12.0,10000,7.49,0,0.17,0,6
29,2.0,7.0,10000,7.49,0,0.17,0,7
27,2.0,11.0,4000,5.79,0,0.07,0,6
28,2.0,2.0,14000,10.36,0,0.24,0,5
29,2.0,6.0,10000,6.91,0,0.17,0,5
30,2.0,0.0,10000,7.51,0,0.17,0,8
27,2.0,11.0,16000,13.98,0,0.27,0,10
27,1.0,2.0,8000,7.29,1,0.33,0,7
28,2.0,12.0,5000,7.14,1,0.09,0,10
33,1.0,1.0,8000,11.12,1,0.33,0,9
35,1.0,6.0,8000,7.51,1,0.32,0,7
27,2.0,3.0,6000,11.83,0,0.1,0,5
31,2.0,2.0,13000,11.14,0,0.22,0,7
28,1.0,5.0,8000,6.91,1,0.32,0,6
27,1.0,4.0,8000,14.84,1,0.32,1,7
27,3.0,8.0,24250,11.49,0,0.41,0,9
35,1.0,3.0,8000,7.9,1,0.31,0,10
27,2.0,11.0,13500,13.22,0,0.23,1,9
28,1.0,7.0,8000,11.36,1,0.31,0,5
27,2.0,11.0,7000,11.26,0,0.12,0,5
35,2.0,0.0,5000,8.0,0,0.08,0,5
27,1.0,0.0,8000,10.59,1,0.3,0,7
32,1.0,0.0,8000,7.51,0,0.3,0,10
30,1.0,5.0,8000,10.99,0,0.29,0,8
33,2.0,1.0,3000,10.38,0,0.05,0,6
30,2.0,15.0,15000,6.54,0,0.25,0,8
32,3.0,13.0,8000,16.07,0,0.13,0,7
28,2.0,9.0,5000,8.59,0,0.08,0,7
28,2.0,12.0,6000,10.99,0,0.1,0,5
28,2.0,12.0,3000,12.53,0,0.05,1,10
30,1.0,1.0,8000,12.73,0,0.28,0,10
30,1.0,1.0,8000,13.22,0,0.28,0,9
32,1.0,4.0,8000,12.53,0,0.27,0,7
28,2.0,12.0,14400,13.49,0,0.24,0,7
31,2.0,5.0,7200,6.03,0,0.12,0,8
35,2.0,12.0,16000,15.96,0,0.27,1,5
29,2.0,2.0,6000,13.49,0,0.1,1,8
28,3.0,12.0,15000,15.96,0,0.25,1,9
35,1.0,0.0,8000,20.52,1,0.27,0,7
32,1.0,0.0,8000,7.74,0,0.27,0,9
30,1.0,2.0,8000,13.22,0,0.27,1,9
33,3.0,7.0,12000,6.62,0,0.2,0,10
28,3.0,1.0,5000,14.27,0,0.08,1,5
28,1.0,0.0,8000,7.29,0,0.26,0,10
27,1.0,6.0,8000,9.91,0,0.25,0,7
27,2.0,6.0,10000,14.27,1,0.19,0,10
33,2.0,3.0,3500,7.9,0,0.06,0,9
34,1.0,6.0,8000,17.27,0,0.25,1,10
35,2.0,3.0,19600,9.91,0,0.33,0,5
30,3.0,3.0,21000,7.9,0,0.35,0,5
28,1.0,12.0,8000,14.65,1,0.24,1,9
30,2.0,12.0,2500,12.69,0,0.04,0,7
34,1.0,0.0,8000,7.9,0,0.24,0,7
33,1.0,6.0,8000,9.99,0,0.24,0,5
28,2.0,13.0,8650,8.9,0,0.14,0,10
32,1.0,0.0,8000,18.25,1,0.28,0,6
29,2.0,2.0,1500,6.03,0,0.03,0,9
27,1.0,3.0,8000,14.79,0,0.23,1,9
31,2.0,5.0,17000,8.9,0,0.28,0,8
34,1.0,1.0,8000,6.17,0,0.23,0,9
32,2.0,16.0,6000,6.62,0,0.1,0,7
31,2.0,2.0,9000,12.69,0,0.15,0,8
28,1.0,1.0,8000,13.11,1,0.28,1,9
27,1.0,1.0,8000,12.21,0,0.23,0,6
28,2.0,8.0,20000,11.71,0,0.33,0,5
30,2.0,10.0,16000,11.71,0,0.27,0,8
29,2.0,0.0,5000,6.03,0,0.08,0,10
28,2.0,12.0,13000,8.9,0,0.22,0,10
29,1.0,5.0,8000,12.69,1,0.27,0,6
31,1.0,4.0,8000,10.65,0,0.22,0,6
30,2.0,14.0,8000,7.51,0,0.13,0,10
28,2.0,0.0,4000,7.9,0,0.07,0,8
30,2.0,2.0,10000,12.69,0,0.17,0,5
35,2.0,2.0,4000,6.03,0,0.07,0,7
31,1.0,3.0,8000,8.49,0,0.22,0,8
29,2.0,1.0,5600,12.42,0,0.09,0,10
30,1.0,3.0,8000,11.36,0,0.22,0,8
27,1.0,0.0,8000,13.92,0,0.22,1,9
35,2.0,5.0,9000,12.42,0,0.15,0,7
28,1.0,0.0,8000,12.84,0,0.22,0,6
31,1.0,5.0,8000,7.49,0,0.22,0,6
27,1.0,3.0,8000,13.49,0,0.22,1,10
27,1.0,4.0,8000,7.66,1,0.26,0,8
28,2.0,12.0,20000,7.9,0,0.33,0,7
32,1.0,2.0,8000,8.0,0,0.22,0,6
33,2.0,7.0,32000,15.23,1,0.59,0,7
35,1.0,2.0,8000,10.99,0,0.21,0,9
30,2.0,5.0,7000,7.49,0,0.12,0,8
31,1.0,16.0,8000,10.99,0,0.21,0,7
29,2.0,14.0,20000,6.99,0,0.33,0,7
29,3.0,1.0,10000,10.99,0,0.17,0,10
28,3.0,12.0,7000,15.99,0,0.12,0,7
35,1.0,19.0,8000,5.99,1,0.25,0,9
31,2.0,4.0,1500,12.99,0,0.03,0,10
31,2.0,0.0,7800,10.59,0,0.13,0,10
30,1.0,5.0,8000,14.59,1,0.24,1,8
29,1.0,5.0,8000,5.79,1,0.24,0,8
32,2.0,4.0,3250,13.49,0,0.05,1,5
28,2.0,3.0,35000,10.59,0,0.58,0,6
27,3.0,4.0,10500,7.49,0,0.17,0,7
27,1.0,0.0,8000,11.03,0,0.21,0,9
27,2.0,3.0,5075,5.99,0,0.08,0,8
32,1.0,2.0,8000,9.91,0,0.2,0,10
33,2.0,5.0,2000,5.42,0,0.03,0,8
34,1.0,4.0,8000,17.49,1,0.24,1,9
35,1.0,4.0,8000,5.99,0,0.2,0,5
29,2.0,8.0,7500,7.49,1,0.14,0,9
29,1.0,6.0,8000,16.77,1,0.24,1,10
30,1.0,1.0,8000,7.9,1,0.24,0,5
31,1.0,1.0,8000,7.9,0,0.2,0,9
27,1.0,11.0,8000,11.99,0,0.2,0,7
27,2.0,6.0,5100,11.49,0,0.09,0,6
32,1.0,3.0,8000,9.62,0,0.2,0,9
27,1.0,0.0,8000,10.25,0,0.2,0,10
29,3.0,11.0,20000,18.79,1,0.37,1,5
28,2.0,12.0,6000,15.23,1,0.11,0,8
31,1.0,2.0,8000,11.89,0,0.2,0,7
28,1.0,3.0,8000,10.95,0,0.2,0,6
28,2.0,12.0,3000,17.49,0,0.05,0,8
29,1.0,3.0,8000,11.99,0,0.19,0,7
30,1.0,0.0,8000,14.59,1,0.22,0,9
31,1.0,3.0,8000,12.42,0,0.19,0,7
33,1.0,0.0,8000,5.99,0,0.19,0,7
30,1.0,7.0,8000,15.99,1,0.22,0,6
29,2.0,13.0,8000,5.99,0,0.13,0,9
30,1.0,5.0,8000,10.0,0,0.19,0,5
31,3.0,3.0,5000,16.49,0,0.08,0,9
30,2.0,5.0,4000,6.99,0,0.07,0,7
27,1.0,9.0,8000,7.29,0,0.19,0,6
32,2.0,2.0,7125,9.99,0,0.12,0,7
27,1.0,0.0,8000,13.85,1,0.22,1,6
27,1.0,11.0,8000,7.9,1,0.22,0,9
28,1.0,1.0,8000,6.03,0,0.19,0,9
28,2.0,2.0,6000,5.99,0,0.1,0,8
30,1.0,4.0,8000,16.49,0,0.19,0,5
33,2.0,3.0,5000,5.42,0,0.08,0,7
28,2.0,6.0,15000,11.99,0,0.25,0,6
27,1.0,2.0,8000,12.68,0,0.19,0,6
33,1.0,6.0,8000,10.0,0,0.19,0,8
27,2.0,6.0,10000,7.49,0,0.17,0,7
33,2.0,17.0,7000,5.42,0,0.12,0,8
31,2.0,5.0,6500,10.99,0,0.11,0,5
27,2.0,0.0,12000,16.49,1,0.22,0,5
33,1.0,5.0,8000,17.49,0,0.18,0,8
27,2.0,9.0,3600,5.42,0,0.06,0,9
35,1.0,2.0,8000,18.09,1,0.21,1,7
30,2.0,3.0,4125,5.99,0,0.07,0,5
28,2.0,6.0,4125,9.99,0,0.07,0,10
31,2.0,12.0,15000,8.49,1,0.28,0,6
31,1.0,3.0,8000,10.99,0,0.18,0,10
32,1.0,0.0,8000,7.66,0,0.18,0,5
28,1.0,6.0,8000,14.91,1,0.21,1,7
28,3.0,0.0,7000,11.11,0,0.12,0,5
27,1.0,1.0,8000,13.85,0,0.18,0,10
29,2.0,4.0,5000,7.66,0,0.08,0,10
31,2.0,15.0,15000,12.68,0,0.25,0,6
29,1.0,0.0,8000,12.18,0,0.18,0,5
33,1.0,2.0,8000,12.53,0,0.18,0,6
29,2.0,7.0,5000,7.66,0,0.08,0,10
30,2.0,13.0,15000,10.74,0,0.25,0,5
29,2.0,7.0,8500,6.92,0,0.14,0,6
30,1.0,5.0,8000,7.14,0,0.17,0,10
27,1.0,11.0,8000,11.36,0,0.17,0,8
27,1.0,0.0,8000,15.65,1,0.2,1,6
27,2.0,8.0,2000,7.29,0,0.03,0,7
32,1.0,2.0,8000,8.59,0,0.17,0,9
27,1.0,4.0,8000,12.84,1,0.2,1,10
28,3.0,12.0,7000,7.66,0,0.12,0,9
27,2.0,8.0,5000,9.63,0,0.08,0,6
29,2.0,1.0,10000,5.79,0,0.17,0,6
29,2.0,4.0,12000,7.29,0,0.2,0,7
30,1.0,7.0,8000,13.23,0,0.17,1,5
30,2.0,5.0,8000,7.66,0,0.13,0,6
29,3.0,9.0,9000,12.23,0,0.15,0,10
28,1.0,0.0,8000,14.27,0,0.16,0,9
28,2.0,12.0,16800,12.61,0,0.28,1,7
27,1.0,0.0,8000,7.9,0,0.16,0,9
33,2.0,0.0,4000,6.54,0,0.07,0,9
29,1.0,9.0,8000,11.71,0,0.16,0,9
28,2.0,0.0,16000,6.54,0,0.27,0,6
27,2.0,11.0,6000,13.35,0,0.1,0,8
35,2.0,5.0,2000,6.91,0,0.03,0,6
28,2.0,13.0,12000,5.79,0,0.2,0,8
28,1.0,12.0,8000,14.65,0,0.16,0,9
33,2.0,4.0,6300,9.62,0,0.1,0,10
30,2.0,3.0,5000,12.61,1,0.09,1,10
28,3.0,1.0,22000,14.09,0,0.37,1,8
30,3.0,11.0,20000,6.17,0,0.33,0,5
27,1.0,5.0,8000,13.43,0,0.16,0,10
28,1.0,4.0,8000,7.14,0,0.16,0,7
27,1.0,1.0,8000,13.98,0,0.16,0,9
32,1.0,2.0,8000,10.62,0,0.16,0,8
27,1.0,5.0,8000,7.14,0,0.16,0,6
32,2.0,2.0,15000,14.83,0,0.25,0,9
28,1.0,9.0,8000,15.23,0,0.16,1,9
30,2.0,14.0,1750,9.99,0,0.03,0,8
35,1.0,8.0,8000,13.11,0,0.16,1,10
28,1.0,5.0,8000,9.63,0,0.16,0,9
28,2.0,0.0,7500,5.79,0,0.13,0,8
32,1.0,1.0,8000,7.51,0,0.16,0,10
30,2.0,12.0,9600,9.99,0,0.16,0,10
30,1.0,4.0,8000,11.11,0,0.15,0,8
31,1.0,0.0,8000,7.51,0,0.15,0,5
28,1.0,2.0,8000,7.51,0,0.15,0,6
29,2.0,0.0,2400,10.75,0,0.04,0,9
27,3.0,11.0,4000,13.98,0,0.07,1,7
31,2.0,15.0,5100,10.75,0,0.09,0,8
29,2.0,3.0,7200,7.88,0,0.12,0,7
33,1.0,3.0,8000,9.88,0,0.15,0,10
27,3.0,2.0,10000,10.38,0,0.17,0,6
28,1.0,5.0,8000,15.23,0,0.15,0,9
27,1.0,4.0,8000,13.8,0,0.15,1,5
32,1.0,1.0,8000,14.42,1,0.17,1,8
27,1.0,9.0,8000,11.49,0,0.15,0,6
30,2.0,4.0,12000,15.58,1,0.22,0,5
30,1.0,4.0,8000,5.79,0,0.15,0,10
31,2.0,16.0,8800,7.51,0,0.15,0,9
28,2.0,4.0,9600,7.51,0,0.16,0,10
29,3.0,13.0,9600,14.35,0,0.16,1,6
32,1.0,0.0,8000,10.0,0,0.15,0,9
27,1.0,11.0,8000,7.29,0,0.15,0,9
29,2.0,13.0,13500,7.51,0,0.23,0,7
27,2.0,4.0,8000,7.88,0,0.13,0,8
27,2.0,2.0,15000,11.86,0,0.25,0,8
28,3.0,7.0,12000,7.51,0,0.2,0,5
32,2.0,11.0,15000,11.86,0,0.25,0,6
27,1.0,11.0,8000,11.83,0,0.15,0,9
30,3.0,7.0,6000,14.84,0,0.1,1,6
28,3.0,13.0,6500,16.45,1,0.12,1,6
34,2.0,6.0,2500,14.72,0,0.04,0,5
31,1.0,5.0,8000,13.16,0,0.15,0,5
31,1.0,13.0,8000,14.09,1,0.16,1,8
32,1.0,9.0,8000,7.66,0,0.14,0,5
27,1.0,4.0,8000,16.77,0,0.14,1,10
27,1.0,8.0,8000,16.29,0,0.14,0,5
28,2.0,4.0,8000,7.88,0,0.13,0,5
30,2.0,13.0,12250,7.51,0,0.2,0,6
35,2.0,0.0,12000,10.75,0,0.2,0,8
34,1.0,3.0,8000,11.12,0,0.14,0,8
27,2.0,3.0,5000,16.45,0,0.08,0,6
27,1.0,1.0,8000,11.36,0,0.14,0,7
27,2.0,9.0,5000,7.88,0,0.08,0,5
33,2.0,3.0,16000,18.67,1,0.3,1,10
29,1.0,3.0,8000,12.42,0,0.13,0,7
27,2.0,3.0,5000,12.73,0,0.08,1,8
30,2.0,8.0,7400,13.11,0,0.12,1,5
30,1.0,0.0,8000,7.66,0,0.13,0,6
35,1.0,3.0,8000,5.79,0,0.13,0,10
35,2.0,12.0,25000,12.73,0,0.42,0,8
33,2.0,7.0,7000,7.14,0,0.12,0,10
29,1.0,4.0,8000,11.14,0,0.13,0,5
35,3.0,1.0,5000,15.7,0,0.08,0,9
33,1.0,2.0,8000,12.53,0,0.13,0,6
28,2.0,5.0,6000,10.99,0,0.1,0,6
32,2.0,15.0,6000,7.14,0,0.1,0,9
35,1.0,4.0,5200,13.06,0,0.12,1,10
28,1.0,3.0,5200,12.53,0,0.1,1,8
34,2.0,4.0,10000,9.88,0,0.17,0,8
29,2.0,1.0,25000,20.16,1,0.46,1,8
33,2.0,1.0,17000,16.07,0,0.28,1,5
34,2.0,8.0,10000,11.36,0,0.17,0,7
29,1.0,3.0,5200,10.75,0,0.07,0,8
28,1.0,0.0,5175,18.43,1,0.21,1,6
29,3.0,13.0,1000,6.76,0,0.02,0,8
35,2.0,12.0,12000,13.11,0,0.2,0,9
35,1.0,6.0,5100,13.72,0,0.13,1,5
27,2.0,3.0,10000,12.53,0,0.17,0,10
27,2.0,3.0,6000,11.48,0,0.1,0,8
29,1.0,5.0,5100,11.86,0,0.11,0,7
27,1.0,0.0,5100,10.37,0,0.1,0,9
31,1.0,0.0,5100,11.49,0,0.08,0,8
31,1.0,7.0,5075,12.54,0,0.25,1,10
32,2.0,4.0,13250,11.83,0,0.22,0,10
30,2.0,0.0,6000,8.94,0,0.1,0,8
31,3.0,0.0,24250,12.18,0,0.4,0,7
29,3.0,0.0,16000,16.0,0,0.27,1,8
29,2.0,7.0,15000,12.87,0,0.25,0,5
29,1.0,4.0,5050,12.73,0,0.1,0,5
29,2.0,0.0,20000,12.53,0,0.33,0,7
27,1.0,2.0,5000,8.49,1,0.42,0,10
34,1.0,3.0,5000,13.35,1,0.36,0,10
